Gear,Year,ICESrect,lon,lat,Datatype,Countriesincluded,Hourstrawling
Otter,2004,"""51F3""",3.5,61.25,Estimated,NOR,14
Otter,2004,"""50E6""",-3.5,60.75,Estimated,NOR,422
Otter,2004,"""50E7""",-2.5,60.75,Estimated,NOR,421
Otter,2004,"""50E8""",-1.5,60.75,Estimated,NOR,31
Otter,2004,"""50E9""",-0.5,60.75,Estimated,NOR,1
Otter,2004,"""50F0""",0.5,60.75,Estimated,NOR,1
Otter,2004,"""50F1""",1.5,60.75,Estimated,NOR,37
Otter,2004,"""50F2""",2.5,60.75,Estimated,NOR,1392
Otter,2004,"""50F3""",3.5,60.75,Estimated,NOR,402
Otter,2004,"""49E6""",-3.5,60.25,Estimated,NOR,217
Otter,2004,"""49E7""",-2.5,60.25,Estimated,NOR,58
Otter,2004,"""49E8""",-1.5,60.25,Estimated,NOR,9
Otter,2004,"""49E9""",-0.5,60.25,Estimated,NOR,14
Otter,2004,"""49F0""",0.5,60.25,Estimated,NOR,16
Otter,2004,"""49F1""",1.5,60.25,Estimated,NOR,19
Otter,2004,"""49F2""",2.5,60.25,Estimated,NOR,280
Otter,2004,"""49F3""",3.5,60.25,Estimated,NOR,1332
Otter,2004,"""48E6""",-3.5,59.75,Estimated,NOR,5
Otter,2004,"""48E8""",-1.5,59.75,Estimated,NOR,11
Otter,2004,"""48F1""",1.5,59.75,Estimated,NOR,30
Otter,2004,"""48F2""",2.5,59.75,Estimated,NOR,175
Otter,2004,"""48F3""",3.5,59.75,Estimated,NOR,700
Otter,2004,"""47F1""",1.5,59.25,Estimated,NOR,15
Otter,2004,"""47F2""",2.5,59.25,Estimated,NOR,216
Otter,2004,"""47F3""",3.5,59.25,Estimated,NOR,479
Otter,2004,"""46E8""",-1.5,58.75,Estimated,NOR,7
Otter,2004,"""46E9""",-0.5,58.75,Estimated,NOR,11
Otter,2004,"""46F1""",1.5,58.75,Estimated,NOR,48
Otter,2004,"""46F2""",2.5,58.75,Estimated,NOR,60
Otter,2004,"""46F3""",3.5,58.75,Estimated,NOR,1141
Otter,2004,"""46F4""",4.5,58.75,Estimated,NOR,13
Otter,2004,"""45F1""",1.5,58.25,Estimated,NOR,111
Otter,2004,"""45F2""",2.5,58.25,Estimated,NOR,240
Otter,2004,"""45F3""",3.5,58.25,Estimated,NOR,297
Otter,2004,"""45F4""",4.5,58.25,Estimated,NOR,329
Otter,2004,"""45F5""",5.5,58.25,Estimated,NOR,93
Otter,2004,"""44F2""",2.5,57.75,Estimated,NOR,11
Otter,2004,"""44F3""",3.5,57.75,Estimated,NOR,19
Otter,2004,"""44F4""",4.5,57.75,Estimated,NOR,94
Otter,2004,"""44F5""",5.5,57.75,Estimated,NOR,521
Otter,2004,"""44F6""",6.5,57.75,Estimated,NOR,500
Otter,2004,"""43F1""",1.5,57.25,Estimated,NOR,14
Otter,2004,"""43F2""",2.5,57.25,Estimated,NOR,5
Otter,2004,"""43F4""",4.5,57.25,Estimated,NOR,24
Otter,2004,"""43F5""",5.5,57.25,Estimated,NOR,12
Otter,2004,"""43F6""",6.5,57.25,Estimated,NOR,57
Otter,2004,"""43F7""",7.5,57.25,Estimated,NOR,65
Otter,2004,"""42E9""",-0.5,56.75,Estimated,NOR,14
Otter,2004,"""42F3""",3.5,56.75,Estimated,NOR,15
Otter,2004,"""41F3""",3.5,56.25,Estimated,NOR,44
Otter,2004,"""41F5""",5.5,56.25,Estimated,NOR,58
Otter,2004,"""41F6""",6.5,56.25,Estimated,NOR,5
Otter,2004,"""40F4""",4.5,55.75,Estimated,NOR,11
Otter,2004,"""40F5""",5.5,55.75,Estimated,NOR,4
Otter,2004,"""40F6""",6.5,55.75,Estimated,NOR,16
Otter,2004,"""40F7""",7.5,55.75,Estimated,NOR,14
Otter,2004,"""39F0""",0.5,55.25,Estimated,NOR,5
Otter,2004,"""39F6""",6.5,55.25,Estimated,NOR,59
Otter,2004,"""38F3""",3.5,54.75,Estimated,NOR,3
Otter,2004,"""38F4""",4.5,54.75,Estimated,NOR,13
Otter,2004,"""38F5""",5.5,54.75,Estimated,NOR,6
Otter,2004,"""38F8""",8.5,54.75,Estimated,NOR,11
Otter,2004,"""37F4""",4.5,54.25,Estimated,NOR,42
Otter,2004,"""37F5""",5.5,54.25,Estimated,NOR,15
Otter,2004,"""36F3""",3.5,53.75,Estimated,NOR,29
Otter,2004,"""36F4""",4.5,53.75,Estimated,NOR,41
Otter,2004,"""36F5""",5.5,53.75,Estimated,NOR,19
Otter,2004,"""35F3""",3.5,53.25,Estimated,NOR,11
Otter,2004,"""35F4""",4.5,53.25,Estimated,NOR,40
Otter,2004,"""34F4""",4.5,52.75,Estimated,NOR,42
Otter,2004,"""51E6""",-3.5,61.25,Estimation_Error,NOR,4
Otter,2004,"""51E7""",-2.5,61.25,Estimation_Error,NOR,144
Otter,2004,"""51E8""",-1.5,61.25,Estimation_Error,NOR,611
Otter,2004,"""51E9""",-0.5,61.25,Estimation_Error,NOR,252
Otter,2004,"""51F0""",0.5,61.25,Estimation_Error,NOR,210
Otter,2004,"""51F1""",1.5,61.25,Estimation_Error,NOR,1140
Otter,2004,"""51F2""",2.5,61.25,Estimation_Error,NOR,2010
Otter,2004,"""51F3""",3.5,61.25,Estimation_Error,NOR,8
Otter,2004,"""50E6""",-3.5,60.75,Estimation_Error,NOR,235
Otter,2004,"""50E7""",-2.5,60.75,Estimation_Error,NOR,234
Otter,2004,"""50E8""",-1.5,60.75,Estimation_Error,NOR,18
Otter,2004,"""50F0""",0.5,60.75,Estimation_Error,NOR,1
Otter,2004,"""50F1""",1.5,60.75,Estimation_Error,NOR,21
Otter,2004,"""50F2""",2.5,60.75,Estimation_Error,NOR,775
Otter,2004,"""50F3""",3.5,60.75,Estimation_Error,NOR,223
Otter,2004,"""49E6""",-3.5,60.25,Estimation_Error,NOR,121
Otter,2004,"""49E7""",-2.5,60.25,Estimation_Error,NOR,32
Otter,2004,"""49E8""",-1.5,60.25,Estimation_Error,NOR,5
Otter,2004,"""49E9""",-0.5,60.25,Estimation_Error,NOR,8
Otter,2004,"""49F0""",0.5,60.25,Estimation_Error,NOR,9
Otter,2004,"""49F1""",1.5,60.25,Estimation_Error,NOR,11
Otter,2004,"""49F2""",2.5,60.25,Estimation_Error,NOR,156
Otter,2004,"""49F3""",3.5,60.25,Estimation_Error,NOR,741
Otter,2004,"""48E6""",-3.5,59.75,Estimation_Error,NOR,3
Otter,2004,"""48E8""",-1.5,59.75,Estimation_Error,NOR,6
Otter,2004,"""48F1""",1.5,59.75,Estimation_Error,NOR,17
Otter,2004,"""48F2""",2.5,59.75,Estimation_Error,NOR,98
Otter,2004,"""48F3""",3.5,59.75,Estimation_Error,NOR,389
Otter,2004,"""47F1""",1.5,59.25,Estimation_Error,NOR,8
Otter,2004,"""47F2""",2.5,59.25,Estimation_Error,NOR,120
Otter,2004,"""47F3""",3.5,59.25,Estimation_Error,NOR,267
Otter,2004,"""46E8""",-1.5,58.75,Estimation_Error,NOR,4
Otter,2004,"""46E9""",-0.5,58.75,Estimation_Error,NOR,6
Otter,2004,"""46F1""",1.5,58.75,Estimation_Error,NOR,27
Otter,2004,"""46F2""",2.5,58.75,Estimation_Error,NOR,33
Otter,2004,"""46F3""",3.5,58.75,Estimation_Error,NOR,635
Otter,2004,"""46F4""",4.5,58.75,Estimation_Error,NOR,7
Otter,2004,"""45F1""",1.5,58.25,Estimation_Error,NOR,61
Otter,2004,"""45F2""",2.5,58.25,Estimation_Error,NOR,133
Otter,2004,"""45F3""",3.5,58.25,Estimation_Error,NOR,165
Otter,2004,"""45F4""",4.5,58.25,Estimation_Error,NOR,183
Otter,2004,"""45F5""",5.5,58.25,Estimation_Error,NOR,52
Otter,2004,"""44F2""",2.5,57.75,Estimation_Error,NOR,6
Otter,2004,"""44F3""",3.5,57.75,Estimation_Error,NOR,11
Otter,2004,"""44F4""",4.5,57.75,Estimation_Error,NOR,52
Otter,2004,"""44F5""",5.5,57.75,Estimation_Error,NOR,290
Otter,2004,"""44F6""",6.5,57.75,Estimation_Error,NOR,278
Otter,2004,"""43F1""",1.5,57.25,Estimation_Error,NOR,8
Otter,2004,"""43F2""",2.5,57.25,Estimation_Error,NOR,3
Otter,2004,"""43F4""",4.5,57.25,Estimation_Error,NOR,14
Otter,2004,"""43F5""",5.5,57.25,Estimation_Error,NOR,7
Otter,2004,"""43F6""",6.5,57.25,Estimation_Error,NOR,32
Otter,2004,"""43F7""",7.5,57.25,Estimation_Error,NOR,36
Otter,2004,"""42E9""",-0.5,56.75,Estimation_Error,NOR,8
Otter,2004,"""42F3""",3.5,56.75,Estimation_Error,NOR,8
Otter,2004,"""41F3""",3.5,56.25,Estimation_Error,NOR,25
Otter,2004,"""41F5""",5.5,56.25,Estimation_Error,NOR,32
Otter,2004,"""41F6""",6.5,56.25,Estimation_Error,NOR,3
Otter,2004,"""40F4""",4.5,55.75,Estimation_Error,NOR,6
Otter,2004,"""40F5""",5.5,55.75,Estimation_Error,NOR,2
Otter,2004,"""40F6""",6.5,55.75,Estimation_Error,NOR,9
Otter,2004,"""40F7""",7.5,55.75,Estimation_Error,NOR,8
Otter,2004,"""39F0""",0.5,55.25,Estimation_Error,NOR,3
Otter,2004,"""39F6""",6.5,55.25,Estimation_Error,NOR,33
Otter,2004,"""38F3""",3.5,54.75,Estimation_Error,NOR,2
Otter,2004,"""38F4""",4.5,54.75,Estimation_Error,NOR,7
Otter,2004,"""38F5""",5.5,54.75,Estimation_Error,NOR,4
Otter,2004,"""38F8""",8.5,54.75,Estimation_Error,NOR,6
Otter,2004,"""37F4""",4.5,54.25,Estimation_Error,NOR,23
Otter,2004,"""37F5""",5.5,54.25,Estimation_Error,NOR,8
Otter,2004,"""36F3""",3.5,53.75,Estimation_Error,NOR,16
Otter,2004,"""36F4""",4.5,53.75,Estimation_Error,NOR,23
Otter,2004,"""36F5""",5.5,53.75,Estimation_Error,NOR,11
Otter,2004,"""35F3""",3.5,53.25,Estimation_Error,NOR,6
Otter,2004,"""35F4""",4.5,53.25,Estimation_Error,NOR,22
Otter,2004,"""34F4""",4.5,52.75,Estimation_Error,NOR,23
Beam,2005,"""52E9""",-0.5,61.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",16
Beam,2005,"""52F0""",0.5,61.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",7
Beam,2005,"""52F3""",3.5,61.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",80
Beam,2005,"""51E6""",-3.5,61.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",25
Beam,2005,"""51E8""",-1.5,61.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",7
Beam,2005,"""51E9""",-0.5,61.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",7
Beam,2005,"""50E7""",-2.5,60.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",221
Beam,2005,"""50E8""",-1.5,60.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",48
Beam,2005,"""50E9""",-0.5,60.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",8
Beam,2005,"""50F4""",4.5,60.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",6781
Beam,2005,"""49E6""",-3.5,60.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",121
Beam,2005,"""49E7""",-2.5,60.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",137
Beam,2005,"""49F4""",4.5,60.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",26
Beam,2005,"""48E6""",-3.5,59.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",207
Beam,2005,"""48E7""",-2.5,59.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",84
Beam,2005,"""48E8""",-1.5,59.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",126
Beam,2005,"""48F4""",4.5,59.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",8
Beam,2005,"""47E6""",-3.5,59.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",15
Beam,2005,"""47F1""",1.5,59.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",66
Beam,2005,"""47F3""",3.5,59.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",23
Beam,2005,"""46E6""",-3.5,58.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",42
Beam,2005,"""46E7""",-2.5,58.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",8
Beam,2005,"""45F0""",0.5,58.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",7
Beam,2005,"""45F2""",2.5,58.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",125
Beam,2005,"""45F3""",3.5,58.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",404
Beam,2005,"""45F4""",4.5,58.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",213
Beam,2005,"""44E9""",-0.5,57.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",21
Beam,2005,"""44F2""",2.5,57.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",195
Beam,2005,"""44F3""",3.5,57.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",77
Beam,2005,"""44F4""",4.5,57.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",433
Beam,2005,"""44F5""",5.5,57.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",90
Beam,2005,"""43F2""",2.5,57.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",8
Beam,2005,"""43F3""",3.5,57.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",74
Beam,2005,"""43F4""",4.5,57.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",158
Beam,2005,"""43F5""",5.5,57.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",1641
Beam,2005,"""43F6""",6.5,57.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",1305
Beam,2005,"""43F7""",7.5,57.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",11973
Beam,2005,"""42E7""",-2.5,56.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",12
Beam,2005,"""42F3""",3.5,56.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",38
Beam,2005,"""42F4""",4.5,56.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",270
Beam,2005,"""42F5""",5.5,56.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",1519
Beam,2005,"""42F6""",6.5,56.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",10643
Beam,2005,"""42F7""",7.5,56.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",5672
Beam,2005,"""42F8""",8.5,56.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",190
Beam,2005,"""41F3""",3.5,56.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",2
Beam,2005,"""41F4""",4.5,56.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",400
Beam,2005,"""41F5""",5.5,56.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",631
Beam,2005,"""41F6""",6.5,56.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",4966
Beam,2005,"""41F7""",7.5,56.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",5031
Beam,2005,"""41F8""",8.5,56.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",3772
Beam,2005,"""40F0""",0.5,55.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",91
Beam,2005,"""40F1""",1.5,55.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",49
Beam,2005,"""40F2""",2.5,55.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",221
Beam,2005,"""40F3""",3.5,55.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",759
Beam,2005,"""40F4""",4.5,55.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",2464
Beam,2005,"""40F5""",5.5,55.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",589
Beam,2005,"""40F6""",6.5,55.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",2708
Beam,2005,"""40F7""",7.5,55.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",17137
Beam,2005,"""40F8""",8.5,55.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",21062
Beam,2005,"""39F0""",0.5,55.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",162
Beam,2005,"""39F1""",1.5,55.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",163
Beam,2005,"""39F2""",2.5,55.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",2635
Beam,2005,"""39F3""",3.5,55.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",3249
Beam,2005,"""39F4""",4.5,55.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",1966
Beam,2005,"""39F5""",5.5,55.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",2415
Beam,2005,"""39F6""",6.5,55.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",6314
Beam,2005,"""39F7""",7.5,55.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",12954
Beam,2005,"""39F8""",8.5,55.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",39929
Beam,2005,"""38E9""",-0.5,54.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",3006
Beam,2005,"""38F0""",0.5,54.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",1012
Beam,2005,"""38F1""",1.5,54.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",367
Beam,2005,"""38F2""",2.5,54.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",2707
Beam,2005,"""38F3""",3.5,54.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",859
Beam,2005,"""38F4""",4.5,54.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",1728
Beam,2005,"""38F5""",5.5,54.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",4536
Beam,2005,"""38F6""",6.5,54.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",13830
Beam,2005,"""38F7""",7.5,54.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",8767
Beam,2005,"""38F8""",8.5,54.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",56561
Beam,2005,"""37E9""",-0.5,54.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",186
Beam,2005,"""37F0""",0.5,54.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",4803
Beam,2005,"""37F1""",1.5,54.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",8248
Beam,2005,"""37F2""",2.5,54.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",7746
Beam,2005,"""37F3""",3.5,54.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",3664
Beam,2005,"""37F4""",4.5,54.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",10661
Beam,2005,"""37F5""",5.5,54.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",18013
Beam,2005,"""37F6""",6.5,54.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",27076
Beam,2005,"""37F7""",7.5,54.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",24845
Beam,2005,"""37F8""",8.5,54.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",90515
Beam,2005,"""36F0""",0.5,53.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",2075
Beam,2005,"""36F1""",1.5,53.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",4129
Beam,2005,"""36F2""",2.5,53.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",10140
Beam,2005,"""36F3""",3.5,53.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",13907
Beam,2005,"""36F4""",4.5,53.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",37081
Beam,2005,"""36F5""",5.5,53.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",26072
Beam,2005,"""36F6""",6.5,53.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",48240
Beam,2005,"""36F7""",7.5,53.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",53884
Beam,2005,"""36F8""",8.5,53.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",56657
Beam,2005,"""35F0""",0.5,53.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",8856
Beam,2005,"""35F1""",1.5,53.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",3041
Beam,2005,"""35F2""",2.5,53.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",15124
Beam,2005,"""35F3""",3.5,53.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",23640
Beam,2005,"""35F4""",4.5,53.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",21742
Beam,2005,"""35F5""",5.5,53.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",6467
Beam,2005,"""35F6""",6.5,53.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",57
Beam,2005,"""34F0""",0.5,52.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",6605
Beam,2005,"""34F1""",1.5,52.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",721
Beam,2005,"""34F2""",2.5,52.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",25356
Beam,2005,"""34F3""",3.5,52.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",31319
Beam,2005,"""34F4""",4.5,52.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",29303
Beam,2005,"""33F1""",1.5,52.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",5833
Beam,2005,"""33F2""",2.5,52.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",31397
Beam,2005,"""33F3""",3.5,52.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",43409
Beam,2005,"""33F4""",4.5,52.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",23005
Beam,2005,"""32F0""",0.5,51.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",73
Beam,2005,"""32F1""",1.5,51.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",16020
Beam,2005,"""32F2""",2.5,51.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",31439
Beam,2005,"""32F3""",3.5,51.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",60120
Beam,2005,"""32F4""",4.5,51.75,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",2181
Beam,2005,"""31F1""",1.5,51.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",13853
Beam,2005,"""31F2""",2.5,51.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",32949
Beam,2005,"""31F3""",3.5,51.25,Reconstructed,"BEL, DEU, DNK, ENG, FRA, NLD, NOR, SCO",22379
Beam,2005,"""52E9""",-0.5,61.75,Compiled,"BEL, DEU, DNK, ENG, FRA, NLD, SCO",16
Beam,2005,"""52F0""",0.5,61.75,Compiled,"BEL, DEU, DNK, ENG, FRA, NLD, SCO",7
Beam,2005,"""52F3""",3.5,61.75,Compiled,"BEL, DEU, DNK, ENG, FRA, NLD, SCO",80
Beam,2005,"""51E6""",-3.5,61.25,Compiled,"BEL, DEU, DNK, ENG, FRA, NLD, SCO",25
Beam,2005,"""51E8""",-1.5,61.25,Compiled,"BEL, DEU, DNK, ENG, FRA, NLD, SCO",7
Beam,2005,"""51E9""",-0.5,61.25,Compiled,"BEL, DEU, DNK, ENG, FRA, NLD, SCO",7
Beam,2005,"""50E7""",-2.5,60.75,Compiled,"BEL, DEU, DNK, ENG, FRA, NLD, SCO",221
Beam,2005,"""50E8""",-1.5,60.75,Compiled,"BEL, DEU, DNK, ENG, FRA, NLD, SCO",48
Beam,2005,"""50E9""",-0.5,60.75,Compiled,"BEL, DEU, DNK, ENG, FRA, NLD, SCO",8
Beam,2005,"""50F4""",4.5,60.75,Compiled,"BEL, DEU, DNK, ENG, FRA, NLD, SCO",6781
Beam,2005,"""49E6""",-3.5,60.25,Compiled,"BEL, DEU, DNK, ENG, FRA, NLD, SCO",121
Beam,2005,"""49E7""",-2.5,60.25,Compiled,"BEL, DEU, DNK, ENG, FRA, NLD, SCO",137
Beam,2005,"""49F4""",4.5,60.25,Compiled,"BEL, DEU, DNK, ENG, FRA, NLD, SCO",26
Beam,2005,"""48E6""",-3.5,59.75,Compiled,"BEL, DEU, DNK, ENG, FRA, NLD, SCO",207
Beam,2005,"""48E7""",-2.5,59.75,Compiled,"BEL, DEU, DNK, ENG, FRA, NLD, SCO",84
Beam,2005,"""48E8""",-1.5,59.75,Compiled,"BEL, DEU, DNK, ENG, FRA, NLD, SCO",126
Beam,2005,"""48F4""",4.5,59.75,Compiled,"BEL, DEU, DNK, ENG, FRA, NLD, SCO",8
